,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
11607,Ziyaa,Floral round neck crepe womens ethnic set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2900",1160,60% off,Indianwear-Women
11608,Janasya,Solid cotton round neck womens flared ethnic set - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
3799",2089,45% off,Indianwear-Women
11610,Juniper,Printed rayon round neck womens tiered dress - white,"Size:Large,Medium,Small,X-Large","Rs
2499",999,60% off,Indianwear-Women
11611,Stop,Printed mandarin collar a line fit womens kurta - off white,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
11612,Biba,Printed round neck rayon blend womens straight dress - turquoise,"Size:32,34,36,38,40,42","Rs
1999",1199,40% off,Indianwear-Women
11613,Janasya,Womens maroon poly crepe kurta (jne3460) - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1399",489,65% off,Indianwear-Women
11614,Biba,Printed rayon round neck womens pant kurta dupatta set - yellow,"Size:32,34,36,38,40,42","Rs
2999",2099,30% off,Indianwear-Women
11615,Haute curry,Womens regular fit solid tops - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
11617,Indya,Printed georgette regular fit womens regular saree - maroon,Size:Small,"Rs
3600",1800,50% off,Indianwear-Women
11618,Stop,Womens textured calf length winter wear kurta - maroon,"Size:Medium,Small,X-Large","Rs
1699",849,50% off,Indianwear-Women
11619,Biba,Solid straight cotton womens pants - marine,Size:Medium,"Rs
1499",749,50% off,Indianwear-Women
11620,Myshka,Printed rayon round neck womens regular kurta - green,"Size:Medium,Small","Rs
1999",499,75% off,Indianwear-Women
11621,Stop,Embroidered round neck straight fit womens kurta - pink,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
799",399,50% off,Indianwear-Women
11622,Biba,Printed v neck cotton womens kurta palazzo - grey,"Size:32,34,36,38,40,42","Rs
2799",1959,30% off,Indianwear-Women
11623,Infuse,Printed rayon round neck womens hi low kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",479,70% off,Indianwear-Women
11624,Juniper,Bandhani shantoon woven womens dupatta - mustard,Nan,"Rs
1049",524,50% off,Indianwear-Women
11625,Biba,Yarndyed shirt collar cotton womens kurta pants - navy,Size:32,"Rs
2999",1799,40% off,Indianwear-Women
11626,Haute curry,Printed rayon mandarin collar womens high low tunic - blue,"Size:Large,Medium,Small,X-Small","Rs
899",449,50% off,Indianwear-Women
11627,Biba,Solid band collar cotton womens kurta palazzo - peacock,"Size:32,34,38,40,42","Rs
2999",2099,30% off,Indianwear-Women
11628,Myshka,Printed cotton collar neck womens kurta palazzo set - grey,",Medium,Small,X-Large,XX-Large","Rs
2499",874,65% off,Indianwear-Women
11629,Stop,Solid mandarin collar straight fit womens kurta - sage,"Size:S,M,L,XL,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
11631,Infuse,Printed rayon round neck womens blouson top - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",399,60% off,Indianwear-Women
11633,Stop,Womens regular fit printed kurta - black & white,"Size:S,M,XL,X-Small","Rs
1299",649,50% off,Indianwear-Women
11635,Stop,Boat neck womens kurta - mint,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1199",599,50% off,Indianwear-Women
11636,Kami kubi,Printed cotton round neck womens calf length kurta - grey,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
2999",899,70% off,Indianwear-Women
11637,Juniper,Printed cotton mandarin womens tiered dress - green,"Size:Large,Medium,Small,X-Large","Rs
2999",1499,50% off,Indianwear-Women
11638,Juniper,Womens offwhite cotton solid cigarette pants with side pocket - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",719,60% off,Indianwear-Women
11639,Haute curry,Solid v neck regular womens tunics & tops - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
699",349,50% off,Indianwear-Women
11641,Stop,Womens stop printed calf length casual wear kurta - off white,Size:X-Small,"Rs
999",499,50% off,Indianwear-Women
11642,Juniper,Embroidered rayon v neck womens kurta palazzo set - peach,"Size:Large,Medium,X-Large","Rs
3999",1399,65% off,Indianwear-Women
11643,Ziyaa,Printed round neck polyester womens ethnic set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2894",1157,60% off,Indianwear-Women
11644,Indya,Shraddha kapoor for indya maroon embellished flared maxi skirt - maroon,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3200",1600,50% off,Indianwear-Women
11645,Stop,Printed round neck straight fit womens kurta - natural,Size:X-Small,"Rs
1299",649,50% off,Indianwear-Women
11646,Ziyaa,Printed crepe mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1733",693,60% off,Indianwear-Women
11648,Varanga,Womens mandarin collar floral kurta - fuchsia,"Size:Medium,Small,X-Large,XX-Large","Rs
1799",809,55% off,Indianwear-Women
11649,Myshka,Printed rayon round neck womens regular kurta - grey,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1999",399,80% off,Indianwear-Women
11650,Myshka,Printed cotton blend collar neck womens dress - navy,",Medium,Small,X-Large,XX-Large","Rs
2999",749,75% off,Indianwear-Women
11651,Ziyaa,Floral round neck crepe womens ethnic set - purple,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2019",807,60% off,Indianwear-Women
11652,Stop,Printed mandarin collar straight womens kurta - red,"Size:S,M,L,X-Small,XXX-Large","Rs
799",399,50% off,Indianwear-Women
11653,Juniper,Mukaish silk blend festive womens peplum blouse - gold,"Size:Medium,Small,X-Small","Rs
1049",629,40% off,Indianwear-Women
11654,Juniper,Printed round neck satin womens flared dress - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",979,65% off,Indianwear-Women
11655,Stop,Fitted full length cotton lycra womens leggings - gold,"Size:S,M,L,X-Large,X-Small","Rs
499",349,30% off,Indianwear-Women
11656,Zink london,Stripes polyester womens ankle length palazzo - black,"Size:Large,Medium,Small,X-Large","Rs
1799",1079,40% off,Indianwear-Women
11657,Myshka,Printed cotton blend collar neck womens top - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",474,75% off,Indianwear-Women
11658,Stop,Womens printed knee length casual wear kurta - rust,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
11659,Myshka,Printed cotton off shoulder womens dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1999",599,70% off,Indianwear-Women
11660,Suti,Printed cotton womens flared kurti - olive,"Size:4X-Large,Large,Medium,Small,X-Large,X-Small","Rs
1499",1199,20% off,Indianwear-Women
11661,Myshka,Printed cotton mandarin womens kurta palazzo set - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4999",999,80% off,Indianwear-Women
11662,Indya,Embroidered georgette round neck womens regular tunic - blue,"Size:Large,Medium,Small,X-Small,XX-Large","Rs
2850",1425,50% off,Indianwear-Women
11663,Varanga,Printed v-neck silk blend womens ethnic set - grey,"Size:Small,X-Large,XX-Large","Rs
4999",1749,65% off,Indianwear-Women
11665,Infuse,Printed rayon round neck womens kurta - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",999,50% off,Indianwear-Women
11666,Myshka,Solid rayon regular fit womens casual trousers - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",584,55% off,Indianwear-Women
11667,W,Printed viscose round neck womens calf length kurta - blue,Size:6,"Rs
1999",999,50% off,Indianwear-Women
11668,Varanga,Round neck womens kurta - pink,"Size:Large,Small,XX-Large","Rs
1999",699,65% off,Indianwear-Women
11669,Juniper,Womens baby pink rayon printed tiered ethnic dress with zari embroidery - baby pink,"Size:Medium,X-Large,XX-Large","Rs
2899",1304,55% off,Indianwear-Women
11670,Global desi,Womens ethnic motifs round neck asymmetric tunic - off white,"Size:XL,Large,Medium,Small,X-Small","Rs
1799",539,70% off,Indianwear-Women
11671,Biba,Printed band collar straight fit womens kurta - coral,"Size:32,34","Rs
2299",1609,30% off,Indianwear-Women
11673,Kami kubi,Floral cotton v neck womens regular top - black,"Size:Medium,Small,X-Small","Rs
999",449,55% off,Indianwear-Women
11675,Myshka,Printed crepe womens dress - multi,",Medium,Small,X-Large,XX-Large","Rs
2999",599,80% off,Indianwear-Women
11676,Indya,Embroidered georgette round neck womens regular dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2950",1475,50% off,Indianwear-Women
11677,Janasya,Womens grey poly crepe kurta (jne1408) - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1299",519,60% off,Indianwear-Women
11678,Myshka,Printed rayon collar neck womens regular kurta - green,"Size:Medium,Small,X-Large,XX-Large","Rs
1999",599,70% off,Indianwear-Women
11679,Myshka,Printed polyester round neck womens top - pink,"Size:Large,Medium,Small","Rs
1799",449,75% off,Indianwear-Women
11680,Myshka,Printed round neck womens kurti - navy,",Medium,Small,X-Large,XX-Large","Rs
2499",749,70% off,Indianwear-Women
11681,Yuris,Printed round neck cotton womens kurta palazzo set - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3999",1399,65% off,Indianwear-Women
11682,Global desi,Geometric viscose v neck womens regular kurta - rose,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2299",1149,50% off,Indianwear-Women
11683,Haute curry,Solid rayon regular fit womens gather top - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
11684,Vastranand,Solid zari silk blend festive wear womens regular saree - multi,Nan,"Rs
5500",2475,55% off,Indianwear-Women
11685,Juniper,Womens offwhite chanderi cotton dobby dupatta with fringed border - off white,Nan,"Rs
999",299,70% off,Indianwear-Women
11686,Janasya,Floral cotton mandarin womens salwar kurta dupatta set - black,"Size:X-Small,XXX-Large","Rs
4399",1539,65% off,Indianwear-Women
11687,Stop,Yarn dyed mandarin collar a-line womens kurta - blue,"Size:S,M,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
11688,Myshka,Printed rayon collar neck womens dress - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",749,75% off,Indianwear-Women
11689,Aurelia,Solid georgette round neck womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
4899",3429,30% off,Indianwear-Women
11690,Myshka,Printed rayon round neck womens regular kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",449,70% off,Indianwear-Women
11691,Indya,Regular ankle length silk womens lehenga skirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3200",2560,20% off,Indianwear-Women
11692,Global desi,Floral cotton round neck womens straight tunic - blue,"Size:XL,Large,Medium,Small,X-Small","Rs
1699",1359,20% off,Indianwear-Women
11693,Biba,Round neck cotton tired womens dresses - yellow,"Size:34,36,38","Rs
3299",2639,20% off,Indianwear-Women
11694,Myshka,Printed cotton v neck womens dress - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
3999",799,80% off,Indianwear-Women
11696,Biba,Printed rayon round neck womens palazzo kurta dupatta set - red,"Size:32,34,36,38,42","Rs
3799",2279,40% off,Indianwear-Women
11698,Yuris,Solid cotton boat neck womens kurta set - lime green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
11699,Myshka,Printed polyester v neck womens dress - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",519,60% off,Indianwear-Women
11700,Haute curry,Rayon round neck womens casual top - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Indianwear-Women
11701,Janasya,Solid cotton lycra casual wear womens stitched blouse - black,Nan,"Rs
1099",549,50% off,Indianwear-Women
11702,Kashish,Embroidered viscose blend round neck womens straight fit kurta - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
11703,Haute curry,Embroidered rayon v-neck womens a-line assymetrical tunic - lime green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Indianwear-Women
11704,Stop,Solid mandarin collar straight fit womens kurta - blue,"Size:S,M,L,XL,X-Small,XX-Large","Rs
1699",849,50% off,Indianwear-Women
11705,Juniper,Womens black rayon solid dress with yoke embroidery and belt - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2399",959,60% off,Indianwear-Women
11707,W,Printed japnaese satin round neck womens ethnic set - purple,"Size:6,8,10,12,14,16,18","Rs
6599",4949,25% off,Indianwear-Women
11708,Myshka,Solid rayon round neck womens kurta palazzo set - black,",Medium,Small,X-Large,XX-Large","Rs
5499",1649,70% off,Indianwear-Women
11710,Indya,Embellished georgette round neck womens kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2950",2360,20% off,Indianwear-Women
11711,Ziyaa,Printed polyester boat neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1343",537,60% off,Indianwear-Women
11712,Yuris,Floral v-neck cotton womens kurta set - multi,"Size:Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
11714,Sanaa,Printed rayon mandarin womens mid thigh length kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",1119,30% off,Indianwear-Women
11716,Myshka,Printed v neck womens kurti - multi,",Medium,Small,X-Large,XX-Large","Rs
1299",454,65% off,Indianwear-Women
11717,Global desi,Jacquard square neck cotton womens flared dress - maroon,"Size:XL,Large,Small,X-Small","Rs
4199",2099,50% off,Indianwear-Women
11718,Kashish,Embroidered viscose blend round neck womens straight fit kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
11719,Kashish,Embroidered round neck viscose blend womens festive set - fuschia,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3499",1749,50% off,Indianwear-Women
11720,Varanga,Printed cotton round neck womens calf length kurta - blue,"Size:Large,Medium,XX-Large","Rs
3899",1169,70% off,Indianwear-Women
11721,Juniper,Womens coral silk chevron print lehenga with silk lurex choli with satin lining & cancan - coral,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3999",1999,50% off,Indianwear-Women
11723,Janasya,Womens red poly silk kurta with palazzo (set038) - red,"Size:Large,Small,X-Small,XX-Large","Rs
2549",892,65% off,Indianwear-Women
11724,Juniper,Embroidered cotton mandarin womens straight kurta - white,"Size:Large,Medium,Small,X-Large","Rs
2899",1449,50% off,Indianwear-Women
11725,Kami kubi,Floral cotton mandarin womens a line kurta - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2299",804,65% off,Indianwear-Women
11726,Kashish,Embroidered round neck viscose blend womens calf length kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1599",799,50% off,Indianwear-Women
11727,Kami kubi,Printed cotton round neck womens unstitched dress material - yellow,Nan,"Rs
3999",1399,65% off,Indianwear-Women
11728,Haute curry,Printed rayon v-neck womens a-line assymetrical tunic - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Indianwear-Women
11729,Yuris,Printed round neck cotton womens kurta palazzo set - brown,Size:Small,"Rs
3999",1399,65% off,Indianwear-Women
11730,Janasya,Poly crepe womens kurta - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1199",479,60% off,Indianwear-Women
11731,Stop,Womens printed knee length daily wear kurta - brown,Size:X-Small,"Rs
799",399,50% off,Indianwear-Women
11733,Stop,Womens embroidered calf length casual wear kurta - coral,"Size:S,M,X-Small","Rs
1299",649,50% off,Indianwear-Women
11734,Janasya,Womens black poly crepe kurta (jne3408) - black,"Size:Large,Medium,X-Large,X-Small,XX-Large,XXX-Large","Rs
1399",629,55% off,Indianwear-Women
11735,Stop,Solid mandarin collar straight fit womens kurta - lime green,"Size:S,M,L,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
11737,Myshka,Printed round neck womens kurti - multi,",Medium,Small,X-Large,XX-Large","Rs
3999",799,80% off,Indianwear-Women
11738,Stop,Solid mandarin collar a-line womens kurta - green,"Size:S,XL,X-Small","Rs
1299",649,50% off,Indianwear-Women
11739,Biba,Printed polyester round neck womens palazzo kurta dupatta set - turquoise,Size:40,"Rs
4995",2497,50% off,Indianwear-Women
11740,Kami kubi,Floral cotton round neck womens regular top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1999",699,65% off,Indianwear-Women
11742,Yuris,Motif cotton mandarin womens regular kurta - multi,"Size:Medium,Small,XXX-Large","Rs
1799",809,55% off,Indianwear-Women
11743,Varanga,Embroidered halter neck silk blend womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
6999",2449,65% off,Indianwear-Women
11744,Ziyaa,Printed crepe round neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1526",534,65% off,Indianwear-Women
11745,Stop,Regular fit ankle length cotton lycra womens leggings - indigo,"Size:XL,Large,Medium,Small,X-Small","Rs
499",349,30% off,Indianwear-Women
11746,Stop,Full length cotton lycra knitted womens churidar - black,"Size:S,M,L,X-Large,XX-Large","Rs
499",349,30% off,Indianwear-Women
11747,Juniper,Printed regular length georgette woven womens dupatta - pink,Nan,"Rs
999",299,70% off,Indianwear-Women
